id,created_at,text
1413031872783912963,2021-07-08 07:07:05+00:00,"""Health delivery is carried out by people; it’s done by blood and bone.""

@DrMikeRyan calls for immediate investment in global health systems to ensure communities have the lifesaving services needed to combat epidemics.

#THEglobalimpact #SDG3 https://t.co/Yj6cVOmXib"
1413029997607071746,2021-07-08 06:59:38+00:00,"“We need a dose of health optimisim. There is enough vaccines for all - if countries share.”

Prof. Hannah McGee on the urgent action required to respond to and recover from the pandemic. 

#THEglobalimpact #VaccinEquity https://t.co/JkLR9XnvFu"
1413027547521105920,2021-07-08 06:49:54+00:00,"""There’s significant opportunities to now study and understand governments’ responses to the pandemic.”

Prof. @markshrime addresses the widely differing approaches national and local governments took to dealing with COVID-19. #THEglobalimpact #SDG3 https://t.co/zaiws4aoWP"
1413024775807635465,2021-07-08 06:38:53+00:00,"""We need to turn that very thing that has exposed us in this pandemic, our interconnectedness, we need to turn that into a strength."" 

@DrMikeRyan on an international treaty aimed at boosting defences against any future pandemic. #THEglobalimpact #VaccinEquity https://t.co/bveZexu2KU"
1413022765700034560,2021-07-08 06:30:54+00:00,"“The pandemic is not over anywhere until it’s over everywhere.”

@DrTedros urges all countries to join #VaccinEquity, which aims to overcome the inequalities that lie at the root of so many global health challenges. #THEglobalimpact https://t.co/yzVv1pqRfw"
1413021766356766720,2021-07-08 06:26:56+00:00,"""History teaches us that health is one area where countries should join hands across ideological divides.""

@DrTedros on the lessons from the pandemic. #THEglobalimpact #VaccinEquity https://t.co/YipKk0RU7F"
1413020466550386692,2021-07-08 06:21:46+00:00,"“Existing inequities and inequalities have been exacerbated. This is why the SDGs are critical to help prevent and prepare for the next crisis.”

@DrTedros addresses #THEglobalimpact. #SDG3 #VaccinEquity https://t.co/krpqxkj813"
1413018690098978817,2021-07-08 06:14:42+00:00,"‘’It is the significant responsibility and influence of universities to lead better and deliver better healthcare systems for the world.""

Prof. Hannah McGee opens #THEglobalimpact day two @THEworldsummits. #highered https://t.co/9y7dBEtxXq"
1413016671237853184,2021-07-08 06:06:41+00:00,"“I think we can all agree the rapid development of vaccines has been an extraordinary triumph for science in universities.”

@Phil_Baty opens day two at #THEglobalimpact, highlighting the decades of research which laid the groundwork for speedy COVID-19 vaccines. #SDG3 https://t.co/mOiUuqclpk"
1413014598534451201,2021-07-08 05:58:27+00:00,"What role will SDG3 play in preventing our next pandemic?

@DrTedros, @DrMikeRyan, @Phil_Baty, Prof. Hannah McGee and Prof. @markshrime to address #THEglobalimpact.

Live at 7am. https://t.co/U2oCQjtvaN https://t.co/H7x2fmmP2u"
1413010859446657025,2021-07-08 05:43:36+00:00,"Preventing our next pandemic

We're looking forward to welcoming @DrTedros and @DrMikeRyan to #THEglobalimpact this morning.

Join us live at 7am. https://t.co/Yi35YPPkf6 #HealthforAll https://t.co/POvJZf1azb"
1412852517730500614,2021-07-07 19:14:24+00:00,"@EmerMcGowan @RCSIHealthPlus Thanks for joining us today, @EmerMcGowan. See you for Day 2 tomorrow! #THEglobalimpact"
1412801419594379267,2021-07-07 15:51:21+00:00,"Preventing our next pandemic. 

@DrTedros and @DrMikeRyan will address #THEglobalimpact tomorrow morning.

Join us live at 7am @THEworldsummits: https://t.co/U2oCQjtvaN #SDG3 https://t.co/ofrHRgDGIe"
1412800431630307339,2021-07-07 15:47:26+00:00,"Join us tomorrow live from 7am. https://t.co/VgevtexrQR

#THEglobalimpact"
1412800341364686855,2021-07-07 15:47:04+00:00,"""This is an important and timely forum as we grapple with the impact that the pandemic will have on healthcare for many years to come.""

Prof. Cathal Kelly, RCSI CEO, closes day one of #THEglobalimpact. https://t.co/9gk6Q4pxoM"
1412798267855937537,2021-07-07 15:38:50+00:00,"“Don’t underestimate the power of communication. Having great communicators in any discipline is really important. It’s quite a difficult skill.”

Prof. Dame Nancy Rothwell @OfficialUoM addresses #THEglobalimpact. #scicomm https://t.co/dhTjWRCzO1"
1412796019943768073,2021-07-07 15:29:54+00:00,"""A lot of the freedoms that we'll soon be enjoying are because of the vaccination programme,""

Prof. Dame Nancy Rothwell @OfficialUoM on the role of universities to grow trust in science, social consensus and vaccine confidence. 

#THEglobalimpact #highered https://t.co/JwvoB5q8Bv"
1412793090390347783,2021-07-07 15:18:15+00:00,"COVID-19 as catalyst for change

It's our honour to welcome Professor Dame Nancy Rothwell, President and Vice-Chancellor @OfficialUoM,  to #THEglobalimpact.

https://t.co/0f3TgmkXLA #highered https://t.co/eTyDNAOCj8"
1412790067421143041,2021-07-07 15:06:15+00:00,"Bringing the joy back to medicine. 

@BethFratesMD shares how she works with surgeons to identify their character strengths, build community and remind themselves what their purpose is.

#lifestylemedicine #THEglobalimpact
https://t.co/REON1Jmgow https://t.co/AzejUrxIkD"
1412786478531420171,2021-07-07 14:51:59+00:00,"How does stereotyping affect global health collaboration?

Prof. @markshrime explores the need to overcome barriers to advance equitable global health research partnerships. 

#THEglobalimpact #SDG17 https://t.co/g2bcnFhpar"
1412785343884054531,2021-07-07 14:47:28+00:00,"Strength spotting. 
See them and say them out loud.

@ryanVIA #THEglobalimpact"
1412784993831620615,2021-07-07 14:46:05+00:00,"""Our role is to scaffold and signpost so that people are empowered""

@DrTrudyMeehan @RCSIHealthPlus 
#THEglobalimpact"
1412784464426643461,2021-07-07 14:43:59+00:00,"""Meeting young people before they get into crisis""

@DrTrudyMeehan explains the work of @RCSIHealthPlus  in empowering young people

#THEglobalimpact"
1412783875932229636,2021-07-07 14:41:38+00:00,"""Empowerment and prevention are key to achieving SDG3, good health and well-being""

@DrTrudyMeehan @RCSIHealthPlus 
#THEglobalimpact #SDG3"
1412782666819145730,2021-07-07 14:36:50+00:00,"@DrKelly_PS @THEworldsummits @TheChristie @wiasnofficial It's great to have you with us today, @DrKelly_PS. #THEglobalimpact"
1412782424858181635,2021-07-07 14:35:52+00:00,"""How do we support educators to flourish so that learners can flourish?""

@ChristianvN #THEglobalimpact"
1412781176889167880,2021-07-07 14:30:55+00:00,"""Know thyself"" 

People who use their signature strengths in a new way every day are happier, have higher flourishing and higher positive affect. 

@ryanVIA #THEglobalimpact"
1412778478806634507,2021-07-07 14:20:12+00:00,"""Our character strengths are enablers for good health""

@ryanVIA #THEglobalimpact"
1412777913024450565,2021-07-07 14:17:57+00:00,"“It’s important to have mutual trust, mutual recognition.""

@StellaItungu outlines the principles of successful global collaboration. #THEglobalimpact #globalsurgery https://t.co/cyIJHwY3xi"
1412776491226697736,2021-07-07 14:12:18+00:00,"“Partnerships are most effective when they improve the capacity of the partner organisation.”

@eric_oflynn explores capacity-building and the need to address potential power imbalances at #THEglobalimpact. #GlobalHealth https://t.co/2HmoYif4HX"
1412768771350175747,2021-07-07 13:41:37+00:00,"@ChristianvN We greatly appreciate you joining us today, @ChristianvN. Looking forward to your masterclass this afternoon. #THEglobalimpact 

https://t.co/REON1Jmgow"
1412767362567356424,2021-07-07 13:36:01+00:00,"#THEglobalimpact features masterclasses with leading experts including @BethFratesMD, @StellaItungu, @ChristianvN, @KGMcGuigan and @markshrime. 

Join us live at 3pm: https://t.co/Etc63bCzIl @timeshighered https://t.co/9YxqRQz0qL"
1412728468077428745,2021-07-07 11:01:28+00:00,"The SDG Challenge: your solutions to global challenges

@scienceirel and @Irish_Aid are seeking solutions that contribute to #SDG3: good health and well-being  

https://t.co/VPqAjlnqPb  @GlobalGoalsUN @dfatirl https://t.co/FNkIGWSBRv"
1412698082882600962,2021-07-07 09:00:44+00:00,"Student well-being in times of crisis

Anna Whitaker, Student Welfare Officer @RCSI_SU_ and medical student, shares the potential of digital technology to support students in the pandemic. #THEglobalimpact https://t.co/i2fttTu6AA"
1412695125394853890,2021-07-07 08:48:59+00:00,"Doctors and medical students are working in a system which is affecting their mental well-being and their ability to provide the best possible care for patients. 

Prof. @dineshbhugra on #burnout in healthcare. #THEglobalimpact https://t.co/Ci6FEwZRC7"
1412690693152256000,2021-07-07 08:31:22+00:00,"Ensuring students are equipped to manage their mental health and thrive at university

Prof. Steve West @UWEbristol addresses mentally healthy universities at #THEglobalimpact. https://t.co/1cE6Sgjktc"
1412688534083801092,2021-07-07 08:22:47+00:00,"Student mental health and well-being

Dr @MicheleJ_Hill advocates for a whole institutional approach to #studentmentalhealth, in addition to the development of an integrated system of supports with pathways to appropriate care. #THEGlobalImpact https://t.co/EnGMo5OkkU"
1412686279641272321,2021-07-07 08:13:50+00:00,"“We are well into the fourth wave of COVID-19 – the psychosocial and mental health needs following major emergencies.""

Dr @MicheleJ_Hill addresses student mental health at #THEglobalimpact. https://t.co/mfiXnZfo9H"
1412684591547158530,2021-07-07 08:07:07+00:00,"New approaches to student mental health

Prof. @MarycannonMary and Anna Whitaker, RCSI medical student, chair this morning's masterclass with @MicheleJ_Hill, @dineshbhugra and Prof. Steven West. 

#THEglobalimpact https://t.co/Fi9UHALVyo"
1412670324974436352,2021-07-07 07:10:26+00:00,"@wiasnofficial @timeshighered We are delighted you're joining us this week, @wiasnofficial. #THEglobalimpact"
1412667005740666880,2021-07-07 06:57:14+00:00,"""If you want to go fast, go alone. If you want to go far, go together.""

@StellaItungu on the strength of global partnerships responding and adapting to the COVID-19 crisis. #THEglobalimpact https://t.co/X95qZWPx7O"
1412662837953114115,2021-07-07 06:40:41+00:00,"@Daleyfurter @timeshighered @RCSIHealthPlus @BethFratesMD We're delighted to hear you're joining us today, @Daleyfurter. 🌅"
1412662623636762624,2021-07-07 06:39:50+00:00,"Delivering health education through international associations

Samantha Holloway @MScWHTR shares the work of @EWMAwound at #THEglobalimpact. #SDG17 https://t.co/h5fBH1u27X"
1412661141696876544,2021-07-07 06:33:56+00:00,"“When roles are clearly defined, projects tend to run successfully.”

Dr Linda Chokotho outlines the issues and attitudes which can be encountered in peer collaborations. https://t.co/I6667kco4d 
#THEglobalimpact #partnerships https://t.co/MG0LSI9V33"
1412658732341813248,2021-07-07 06:24:22+00:00,"""Cherish your good partners and cherish your good staff.""

Prof. Ruairí Brugha highlights the positive and negative factors affecting research partnerships. #THEglobalimpact https://t.co/e7op7WsKHG"
1412656787598331904,2021-07-07 06:16:38+00:00,"Increasing the provision of quality, essential surgical and emergency care in the 14 COSECSA member countries 

@eric_oflynn shares the work of @rcsi_cosecsa @cosecsa at #THEglobalimpact. #SDG3 https://t.co/FV89Fc4BBh"
1412654547462410240,2021-07-07 06:07:44+00:00,"Partnerships for improved global health 

Prof. @markshrime addresses the importance of #SDG17 - revitalise global partnerships for sustainable development.

#GlobalHealth #THEglobalimpact https://t.co/pyYxOU1T5t"
1412649815733944329,2021-07-07 05:48:56+00:00,"@dmcsurg @timeshighered It's great to have you with us this morning, @dmcsurg. Looking forward to the discussions ahead at #THEglobalimpact."
1412649377491996673,2021-07-07 05:47:12+00:00,"“I have no doubt that our speakers will have the opportunities to reflect on the progress made and share insights on the challenges ahead.”

Prof. Ronan O'Connell, RCSI President, welcomes delegates to #THEglobalimpact. #SDG3 https://t.co/VEKz4IMEkW"
1412646962634137603,2021-07-07 05:37:36+00:00,"“Universities have shown themselves at their very best during the COVID-19 crisis” 

@Phil_Baty opens #THEglobalimpact, a global meeting  of leaders and subject experts across #highered. 
https://t.co/Etc63bCzIl @timeshighered https://t.co/JuLJPK7NcK"
1412643516556136448,2021-07-07 05:23:54+00:00,"We're delighted to welcome more than 1,500 delegates from 90 countries to #THEglobalImpact 

Join us live from 6.30am @THEworldsummits. 
https://t.co/Yi35YPPkf6 https://t.co/NR7YLMJTly"
1412514440461918209,2021-07-06 20:51:00+00:00,"Improving health outcomes, transforming lives 

@Phil_Baty and Professor Ronan O’Connell, RCSI President, will open  #THEglobalimpact at 6.30am (GMT+1). 

There’s still time to register at https://t.co/Etc63bCzIl @timeshighered https://t.co/wIlqITRMGT"
1412429424851628032,2021-07-06 15:13:11+00:00,"Preventing our next pandemic

@DrTedros and @DrMikeRyan will address #THEglobalimpact on Thursday.

Register: https://t.co/U2oCQjtvaN #SDG3 https://t.co/X3Hy972lbs"
1412411598409506821,2021-07-06 14:02:21+00:00,"Developing world-saving vaccines at breakneck speed 

Prof. Adrian Hill, Director @JennerInstitute, will address the role of universities at #THEglobalimpact.

https://t.co/SJD0c7BRwZ #AstraZeneca https://t.co/QNu7jioYSB"
1412402058880237570,2021-07-06 13:24:26+00:00,"@AislingRehill @rogerjspreston Congratulations, @AislingRehill! What an outstanding achievement. 
👏👏👏 
@RCSIPharmBioMol"
1412360706285051905,2021-07-06 10:40:07+00:00,"Less than 24 hours until #THEglobalimpact 

Join global health leaders including @DrTedros, @DrMikeRyan, @BethFratesMD, @StellaItungu and @markshrime. 

Register: https://t.co/k6JgqlkXe8 #HealthforAll https://t.co/NmtjfQRoxv"
1412341943519088641,2021-07-06 09:25:34+00:00,"@sarahjameel @facdentistry @UCC Congratulations, Dr @sarahjameel! #RCSIConferring"
1412077440013324301,2021-07-05 15:54:31+00:00,"Applications are now open for Ireland’s PROGRESS Women in Surgery Fellowship, funded by @OlympusMedUKIE. 

Apply by 1 Nov. https://t.co/wEXvRyVpMZ #ILookLikeASurgeon https://t.co/v8xK5v03up"
1412068386079752193,2021-07-05 15:18:32+00:00,"@ProfAlSloan @facdentistry Congratulations, @ProfAlSloan. We very much look forward to the day we'll see you in Dublin @facdentistry. #RCSIConferring"
1412057699039203334,2021-07-05 14:36:04+00:00,"How to be happy – according to science

@tomough speaks to participants on our free 'Science of Health and Happiness' course @RCSIHealthPlus. https://t.co/IT1ZO9uxoG"
1412047810778877953,2021-07-05 13:56:47+00:00,"Watch: More than 700 Fellows, Members and Diplomates will be conferred at our virtual #RCSIConferring today.

Join us live at 3pm. https://t.co/nX8mlPTSJN

@FSEM_IRL @radiologyirl @facdentistry https://t.co/MyjwUQby16"
1412025284988112896,2021-07-05 12:27:16+00:00,"We are deeply saddened to learn of the passing of Professor Barbara T. Murphy, RCSI Class of 1989.

We offer our condolences to Barbara’s family and friends at this time.

Ar dheis Dé go raibh a hanam.
May she rest in peace. https://t.co/ekw2tODlOI"
1412002550094700547,2021-07-05 10:56:56+00:00,"We are delighted to partner with @OlympusMedUKIE on the PROGRESS Women in Surgery Fellowship.

#WomeninSurgery #ILookLikeASurgeon 
https://t.co/Krpbm5eNAQ"
1411970582191783936,2021-07-05 08:49:54+00:00,"In 2 days, delegates from 90 countries will convene to address urgent global health issues. 

Join us @THEworldsummits. https://t.co/k6JgqlkXe8 #THEglobalimpact https://t.co/vslT2APcnB"
1411962242615156736,2021-07-05 08:16:46+00:00,"We're looking forward to welcoming new Fellows, Members and Diplomates at our conferring ceremony today.

Join us at 3pm. https://t.co/nX8mlPTSJN #RCSIConferring🎓 https://t.co/I1gdSpqzNH"
1410982356782141454,2021-07-02 15:23:03+00:00,"@dunleavy_katie @MayoClinicGIHep @DOMSinaiNYC @Middlebury @NYCelticMedSoc @MountSinaiNYC Wishing you every success @MayoClinicGIHep, Katie. ☘️"
1410966267201298433,2021-07-02 14:19:07+00:00,"The challenge, presented by Dr @HelenFogarty14, is timely in light of recent shortages announced by the Irish Blood Transfusion Service @Giveblood_ie 

https://t.co/BSxl92NQRY
@ICATProgramme @RCSI_Research #GiveBlood #blooddonation https://t.co/do3lo3VTGF"
1410962781013151752,2021-07-02 14:05:16+00:00,"RCSI students pitched solutions to global healthcare challenges at the Student Innovation Challenge.

The winning team designed an innovative campaign to attract BAME blood donors. 
https://t.co/BSxl92NQRY"
1410927583034753028,2021-07-02 11:45:24+00:00,"Delegates from more than 90 countries will convene to address the most urgent global health challenges at #THEglobalimpact.  

Join us @timeshighered. https://t.co/k6JgqlkXe8 https://t.co/2SeFS054jh"
1410618633739374596,2021-07-01 15:17:44+00:00,"Get healthy, get a dog 

Lifestyle medicine pioneer @BethFratesMD will address #THEglobalimpact on 7 July. 

Join us: https://t.co/MGCExY9Udp #lifestylemedicine https://t.co/hACS9VEeWC"
1410599070775738369,2021-07-01 14:00:00+00:00,"We're delighted to announce that @DrMikeRyan will join a panel discussion on #SDG3 at #THEglobalimpact.

Join us on 8 July. https://t.co/hDm0lSgrnP https://t.co/z3SilM9Whb"
1410538226868178944,2021-07-01 09:58:14+00:00,"A new chemical process allows researchers to precisely bind fluorescent molecules to antibodies, lighting up protein structures in super-resolution microscopy.

The work, led by Dr @IngmarSchoen, is published in @acsnano: https://t.co/61cOPZOBcd https://t.co/UN9c1oGksn"
1410522541370773509,2021-07-01 08:55:54+00:00,"""We must all learn the lessons the pandemic is teaching us and do everything we can to prepare for, prevent, detect and respond rapidly to future epidemics and pandemics.""

@DrTedros will address #THEglobalimpact on 8 July. 

Register: https://t.co/2dpfCHOXgC #SDG3 https://t.co/lEaiXT9Lfi"
1410242521981243394,2021-06-30 14:23:12+00:00,"In one week, more than 1,100 delegates from 90 countries will convene to address urgent health challenges.  

Join us @THEworldsummits: https://t.co/2dpfCHOXgC
#SDG3 #THEglobalimpact https://t.co/IFRVNpWJD0"
1410163157973209088,2021-06-30 09:07:51+00:00,"Partnerships for Improved Global Health

Prof. @markshrime will chair a masterclass with leading experts on 7 July. 

Join us: https://t.co/tU8h6L5DcT #HealthforAll #SDG17 https://t.co/POvB9g2tM1"
1409901236820844546,2021-06-29 15:47:04+00:00,"Extending the #AstraZeneca vaccine to younger people 

Dr Michelle Lavin @sortoutbleeding outlines the benefits of the vaccine @morningireland. 
► https://t.co/hRAza1zuih https://t.co/PuacCovoZL"
1409872849284775952,2021-06-29 13:54:16+00:00,"Innovation emerging from a crisis

Professor Dame Nancy Rothwell @OfficialUoM will deliver a keynote address at #THEglobalimpact. 

Register for free: https://t.co/jkf0Z0755F https://t.co/mRnQuodJkU"
1409865567310340096,2021-06-29 13:25:19+00:00,"Blood clots related to the #AstraZeneca vaccine can be mitigated if detected early. 

“The risk of developing a blood clot from the vaccine is still far lower than the risk of developing clots from Covid-19,” said Dr Michelle Lavin @sortoutbleeding. 
https://t.co/5LzkEaVrhe"
1409812638125658112,2021-06-29 09:55:00+00:00,"The work was led by @ProfJSODonnell and @sortoutbleeding from the @IrishCtrVascBio @RCSIPharmBioMol and @stjamesdublin. 

The research was funded by @hrbireland and the @3M Foundation and is published in the British Journal of Haematology:
https://t.co/7tOJmqK52i"
1409812449839169538,2021-06-29 09:54:15+00:00,"Blood clots related to the #AstraZeneca vaccine can be mitigated with early detection.

Research highlights the need for heightened clinical awareness and early testing.
https://t.co/6vSxXwhOPX"
1409800465894756356,2021-06-29 09:06:38+00:00,"Prioritising post-pandemic health and well-being

Register for a free masterclass with leading experts. https://t.co/Da9pIhGp6c 

#mentalhealth #mentalhealthcrisis https://t.co/xjXqKK8M0x"
1409508488611610627,2021-06-28 13:46:25+00:00,"Safe water saves lives

On 7 July, join experts for a free masterclass on water and sanitation for better health. 

Register: https://t.co/i5y05lU8Hk #SDG6 
@KGMcGuigan @BluePapagao https://t.co/kWtjZ7uH5B"
1409436614670131203,2021-06-28 09:00:49+00:00,"The chickenpox vaccine – do your kids really need it?

Dr Annie Curtis talks about the benefits of immunisation and why we need to tackle vaccine hesitancy. 

@RCSIPharmBioMol @curtisclocklab 
https://t.co/nEdHpKbYUP"
1409429474559643650,2021-06-28 08:32:27+00:00,"Designing and developing world-saving vaccines 

Prof. Adrian Hill, Director @JennerInstitute, will deliver a keynote address on 8 July. https://t.co/ESLzd2w7IW #SDG3 #THEglobalimpact https://t.co/GIFDJ1Vg79"
1408719286982660098,2021-06-26 09:30:25+00:00,"Signs of Pride 🏳️‍🌈🌈 🏳️‍⚧️

We’re proud to join #DublinPride today, celebrating and empowering the LGBTI+ community in Dublin and beyond. Happy #Pride!
#DublinPride2021 https://t.co/AcCT8IvMb0"
1408443277825675267,2021-06-25 15:13:39+00:00,"On 7-8 July, experts will meet to share solutions that address global health conditions.

Join us @timeshighered: https://t.co/2dpfCHOXgC #globalhealth #SDG3 https://t.co/XiWWKKMwnV"
1408436310419951620,2021-06-25 14:45:58+00:00,@PRCA_Ireland @PRII_ie @Fennellphoto We are truly delighted and proud to win this award today. Thanks to all the judges @PRII_ie and @PRCA_Ireland. #PRAwards21
1408410503366512642,2021-06-25 13:03:25+00:00,"@IrishHospice Congratulations to all graduates. We hope you enjoy your well-deserved celebrations with friends and family today. @IrishHospice
🎓✨"
1408339975872069635,2021-06-25 08:23:10+00:00,"@cristinareschke @Famelab_Ireland @chrono_lab @Futureneuro_ie @RCSIPharmBioMol @scienceirel Congratulations, @strickl_t! 
👏👏👏 @RCSIPharmBioMol"
1408069159154458633,2021-06-24 14:27:02+00:00,"""You are not your thoughts. This is a very important statement; one that many of us forget from time to time.""

Dr @PadraicDunne2 shares the benefits of #meditation for busy minds. @RCSIHealthPlus 
https://t.co/TVcGQnWD81"
1408009354108932096,2021-06-24 10:29:24+00:00,"To ensure healthy lives and well-being for all, we all have to take action.

Join global experts @timeshighered on 7-8 July.  https://t.co/2dpfCHOXgC #SDGS #SDG3 https://t.co/WjqT5R7imx"
1408002902740942853,2021-06-24 10:03:46+00:00,"Starting in September, the RCSI PgDip in Positive Health is designed for health and allied professionals in the rapidly developing area of #positivehealth.

Learn more: https://t.co/VMXW3TU3gu 
#positivepsychology #lifestylemedicine https://t.co/ytVbVqIzyA"
1407980415634317313,2021-06-24 08:34:24+00:00,"@BethFratesMD We're delighted that you'll be joining us at the forum, @BethFratesMD. We're very much looking forward to your masterclass. #lifestylemedicine #SDG3"
1407974894973902857,2021-06-24 08:12:28+00:00,"Watch: Transgender Healthcare

Experts discuss the role of primary care and access to gender-affirming services and support.

► https://t.co/cX3aF3lxpc #TransHealthcare #RCSIMyHealth https://t.co/opqwUysFka"
1407634218201632769,2021-06-23 09:38:44+00:00,"Global action is needed to prevent the deepening crisis in mental health

On 7 July, experts will explore new approaches to student mental health.

Register: https://t.co/6XebN2HO2L https://t.co/d0wLaL81EH"
1407613143162011650,2021-06-23 08:15:00+00:00,"How to be successful? Ignore most advice

Dr @maryecollins5 encourages graduates and jobseekers to cultivate their unique values. #highered
https://t.co/tUzhLwsjJK"
1407369457945788419,2021-06-22 16:06:41+00:00,"In two weeks, leading experts will convene to share research and solutions that address global health conditions.

Join us @timeshighered. https://t.co/EAsWSYZKO6
#GlobalHealth #HealthforAll"
1407342570137702400,2021-06-22 14:19:50+00:00,"Preventing our next pandemic 

@DrTedros will address the @timeshighered University Impact Forum on 8 July.

Join us: https://t.co/EAsWSYZKO6 #HealthForAll https://t.co/jBMoZEEBYu https://t.co/bqTlRssFUv"
1407284092232769540,2021-06-22 10:27:28+00:00,"Now Live: LGBTI+ Health - Transgender Healthcare

Experts discuss access to gender-affirming care, services and support at #RCSIMyHealth 

► https://t.co/cX3aF3lxpc #TransHealthcare https://t.co/4ecgZDczH1"
1407263906695892994,2021-06-22 09:07:15+00:00,"Rapid rise in coronavirus #DeltaVariant in Ireland over past week to be discussed at Cabinet. #COVID19Ireland 
https://t.co/jvAP7oba1v"
1407003210825469952,2021-06-21 15:51:20+00:00,"New thinking and innovation emerging from a crisis

Professor Dame Nancy Rothwell @OfficialUoM will deliver a keynote address @timeshighered.

Register: https://t.co/jkf0Z0755F https://t.co/4oaMnyBbyH"
1406960177790832645,2021-06-21 13:00:21+00:00,"Improving health outcomes, transforming lives

Join global health leaders at the @timeshighered University Impact Forum. https://t.co/2dpfCHOXgC #SDG3 @THEworldsummits https://t.co/l3IWeDh0vQ"
1406917060077162502,2021-06-21 10:09:01+00:00,"Moving from burnout to flourishing in clinical settings 

Join us for our next #RCSIAlumni event. https://t.co/i5wVqtgBQS #clinicalwellbeing https://t.co/IoREiSh0Q2"
1406889847827144704,2021-06-21 08:20:53+00:00,"Covid-19: How is Ireland managing to keep Delta at bay?

Dr @FfitzP explains @thejournal_ie. #COVID19Ireland #DeltaVariant https://t.co/8ePyhYc6fp"
1406888690241187840,2021-06-21 08:16:17+00:00,"Transgender Healthcare: experts will address access to gender-affirming care, services, and support at #RCSIMyHealth.

Join us tomorrow. https://t.co/VpcUuB07sM https://t.co/psxuGxqND3"
1406175552726355974,2021-06-19 09:02:31+00:00,"6,000 of the 30,000 O negative blood units issued in Ireland annually are transfused to sickle cell disease patients. 
 
@giveblood_ie urgently needs more donors from diverse ethnic backgrounds to help people with sickle cell disease: https://t.co/bryHEnvuP8 

#WorldSickleCellDay"
1406175062047215622,2021-06-19 09:00:34+00:00,"Sickle cell disorder researcher Dr @HelenFogarty14 @RCSIPharmBioMol and RCSI Student Innovation Challenge students are working on a summer project to encourage minority ethnic blood donors in Ireland.

Read more of their research: https://t.co/sZSdfwUlkh 

#WorldSickleCellDay"
1406173914573770754,2021-06-19 08:56:01+00:00,"Today marks  #WorldSickleCellDay

The genetic condition causes blood cells to become stiff and sickle shaped, stopping the blood cells, and the oxygen they carry, from being able to move freely around the body and causing pain.

https://t.co/oHPwA6L8OJ https://t.co/9XTjoQKHdX"
1405523450001649669,2021-06-17 13:51:18+00:00,"""If you want to be a better leader, meditate. If you want to be a better parent, meditate. If you want to be a better colleague and friend, meditate.""

Dr @PadraicDunne2 @RCSIHealthPlus writes @TheGlossMag. #positivehealth #meditation 
https://t.co/TVcGQnWD81"
1405516165548449792,2021-06-17 13:22:21+00:00,"On 7-8 July, experts will convene to share research and solutions that address global health conditions.

Join us @THEworldsummits: https://t.co/2dpfCI6y8a

#GlobalHealth #Wellbeing https://t.co/5rygzVWvKp"
1405449474063974402,2021-06-17 08:57:21+00:00,"Preventing our next pandemic

@DrTedros will deliver a keynote address at the @timeshighered University Impact Forum.

Join us on 7-8 July. #GlobalHealth @WHO 
https://t.co/qk3RLfnX4B"
1405443612222148612,2021-06-17 08:34:03+00:00,"Tackling discrimination starts with education

@timi_von, @k_wiesendanger, @_thereselynn, Sarah Colbert-Kaip and @MarianBrennan share their experiences establishing an anti-racist reading group at RCSI.

@Wonkhe #MedEd #MedTwitter 
https://t.co/qEB2ScGAus"
1405177029138554883,2021-06-16 14:54:45+00:00,"Best of luck to RCSI Orthopaedic Clinical Lecturer 
@Dr_Ramykhojaly at the #HSEHIHISparkignite National Final this evening! 

Dr Khojaly won the individual prize at the 
@HIHIreland @ProgrammeSpark Dublin regional competition for a novel ankle range of motion measuring device. https://t.co/HadFMyrYXE"
1405104627725619209,2021-06-16 10:07:03+00:00,"Get a Vaccine, Give a Vaccine

@unicefireland urgently need support to reach the world’s most vulnerable and at-risk populations.

Give a vaccine today. #GetAVaccineGiveAVaccine https://t.co/eR7aJuAMg5"
1405090656746356740,2021-06-16 09:11:32+00:00,"RCSI researchers have developed a new drug delivery platform that is far more adaptable than current gene therapy delivery methods.
 
Read how their polypeptide nanoparticle delivered a gene therapy to regrow bone six times faster: https://t.co/bgSXH2f1hs https://t.co/dlTtUcHxQv"
1405076512441868299,2021-06-16 08:15:20+00:00,"RCSI’s new MSc in Technologies and Analytics in Precision Medicine will equip students with the knowledge and skills to pursue a career in the emerging field of precision medicine. 

Applications are now open. https://t.co/IHFbyxWv3D https://t.co/UyeRvMhz65"
1404827165527621637,2021-06-15 15:44:31+00:00,"Irish scientists have discovered why some COVID-19 patients can develop serious and life-threatening blood clots.

Dr @Jme_os spoke to @PatKennyNT about their findings. @IrishCtrVascBio @RCSIPharmBioMol 
https://t.co/tFGuogYtAx"
1404797926476554246,2021-06-15 13:48:20+00:00,"Researchers identify why Covid-19 patients develop life-threatening clots

Dr @SorachaWard talks to @RTENewsAtOne.
►https://t.co/t0FY932WYO
#COVID19research https://t.co/cLIvz7ZDjh"
1404754327835664384,2021-06-15 10:55:05+00:00,"We're looking forward to hosting the inaugural THE University Impact Forum on health and well-being

Join us @timeshighered on 7-8 July. 
@THEworldsummits #SDG3 #GlobalHealth"
1404741010891198468,2021-06-15 10:02:10+00:00,"Irish scientists identify why Covid-19 patients develop life-threatening clots

The findings could lead to new treatments to prevent complications. 
#COVID19research
https://t.co/yt5OBHvBaI"
